"('mid',)","('averageRating',)","('numVotes',)"
tt0787442,7.1,4272
tt0787462,7.2,5492
tt0787470,5.4,9803
tt0787474,6.8,56986
tt0787475,6.7,84091
tt0787485,4.0,1459
tt0787495,5.5,1340
tt0787515,5.1,1599
tt0787523,6.9,11678
tt0787524,7.2,55959
tt0790590,5.6,6439
tt0790602,5.3,1796
tt0790604,5.0,27680
tt0790618,5.7,3491
tt0790623,6.2,20120
tt0790627,5.4,3481
tt0790628,5.9,72939
tt0790636,8.0,473416
tt0790657,5.7,1888
tt0790662,4.9,2603
tt0790663,7.4,4585
tt0790665,4.8,6735
tt0790676,6.4,2289
tt0790686,6.1,106348
tt0790706,7.0,2567
tt0790712,7.1,35062
tt0790721,5.1,2472
tt0790723,5.6,3080
tt0790724,7.0,330806
tt0790736,5.6,129381
tt0790769,7.3,3713
tt0790770,6.4,9908
tt0790788,6.3,1929
tt0790799,6.7,3299
tt0790804,4.3,11581
tt0791188,6.5,4232
tt0791268,7.6,1051
tt0791303,6.0,6509
tt0791304,5.9,24725
tt0791309,5.4,7468
tt0792948,5.4,3241
tt0792965,6.7,11986
tt0792966,7.5,5117
tt0792986,6.6,3097
tt0792992,6.2,1469
tt0793409,6.1,1108
tt0794338,6.8,1956
tt0794350,7.6,1723
tt0794374,7.1,3415
tt0794399,7.2,2503
tt0795351,6.2,84196
tt0795361,4.0,3478
tt0795368,7.3,114440
tt0795370,5.7,1188
tt0795376,6.2,3881
tt0795421,6.5,235085
tt0795434,7.2,21618
tt0795438,6.0,2946
tt0795439,6.6,8386
tt0795441,7.0,12779
tt0795461,3.5,70255
tt0795463,5.7,1074
tt0795493,6.6,51833
tt0795505,5.1,2088
tt0796212,7.2,8942
tt0796302,5.6,11686
tt0796307,7.3,6941
tt0796314,6.7,3649
tt0796335,7.2,6243
tt0796366,8.0,595938
tt0796368,7.3,9757
tt0796375,6.4,18415
tt0798796,8.1,1851
tt0798817,6.0,41791
tt0799915,7.1,1333
tt0799934,6.4,90745
tt0799949,2.4,104804
tt0799954,7.2,11526
tt0799991,7.1,3132
tt0800003,3.6,11066
tt0800022,6.7,4322
tt0800027,6.6,16481
tt0800039,7.1,278510
tt0800069,5.1,63474
tt0800080,6.7,471558
tt0800099,7.6,3952
tt0800240,6.0,38983
tt0800241,6.6,52594
tt0800268,4.2,2343
tt0800308,6.7,60755
tt0800320,5.8,279114
tt0800325,7.0,46598
tt0800341,6.9,1156
tt0800367,5.8,6853
tt0800369,7.0,809204
tt0800956,7.4,11854
tt0801526,6.0,7515
tt0802948,7.3,34310
tt0802983,7.1,1117
tt0803029,7.1,2810
tt0803052,6.4,1138
tt0803057,5.6,18694
tt0803061,7.4,17719
tt0803080,4.8,1010
tt0803096,6.8,257789
tt0803100,6.2,1285
tt0804443,4.0,3685
tt0804452,3.0,23545
tt0804461,6.7,71351
tt0804463,6.1,21588
tt0804492,2.0,38113
tt0804497,7.1,141680
tt0804505,6.2,9351
tt0804507,5.0,10075
tt0804513,7.3,1361
tt0804516,5.9,33733
tt0804519,5.2,1106
tt0804522,6.8,55617
tt0804529,6.0,6479
tt0804540,5.5,28056
tt0804552,5.7,8791
tt0805184,6.6,12849
tt0805185,3.5,1610
tt0805188,7.9,1984
tt0805526,6.5,16988
tt0805564,7.3,143434
tt0805570,6.0,63903
tt0805576,6.8,5408
tt0805605,7.0,1295
tt0805613,7.2,1322
tt0805647,5.3,37186
tt0806027,5.3,14838
tt0806029,7.0,6670
tt0806088,6.1,14466
tt0806147,3.7,11094
tt0806165,6.3,10092
tt0806203,6.0,46016
tt0806686,6.7,3776
tt0806940,5.3,2145
tt0807028,4.6,2549
tt0807054,7.0,6011
tt0807716,5.7,1784
tt0807721,7.0,2666
tt0807758,5.8,12302
tt0807943,7.2,2513
tt0807944,7.3,2475
tt0807956,8.3,1795
tt0808151,6.7,287435
tt0808174,7.2,1080
tt0808185,7.3,17114
tt0808230,5.6,1341
tt0808232,6.0,3194
tt0808237,5.9,1393
tt0808240,1.7,16203
tt0808244,6.6,21215
tt0808265,4.7,1920
tt0808276,6.3,18142
tt0808279,6.5,95436
tt0808285,6.8,4679
tt0808306,6.1,2586
tt0808315,5.5,2520
tt0808331,5.8,12668
tt0808339,6.4,14037
tt0808357,7.5,40768
tt0808399,6.2,46130
tt0808417,8.0,93247
tt0808506,7.7,64651
tt0808510,5.0,45531
tt0808526,6.4,7340
tt0808532,7.8,1295
tt0809407,7.3,7557
tt0809425,6.9,2471
tt0809504,5.5,24187
tt0809533,6.7,1961
tt0809535,7.1,1105
tt0809931,6.6,2644
tt0809951,7.2,4799
tt0810089,6.8,1462
tt0810444,3.3,1544
tt0810772,5.1,1342
tt0810784,6.9,27007
tt0810809,7.1,1196
tt0810817,2.2,1015
tt0810819,7.1,179312
tt0810823,5.5,13319
tt0810827,7.2,16497
tt0810868,6.7,4572
tt0810913,3.3,83064
tt0810922,6.3,53037
tt0810924,4.5,1094
tt0810928,5.7,1894
tt0810945,5.8,4997
tt0810951,6.6,1801
tt0810988,6.2,33666
tt0811011,2.2,1112
tt0811066,7.1,10057
tt0811080,6.0,72638
tt0811106,4.9,16633
tt0811124,3.8,1654
tt0811128,5.8,1821
tt0811136,7.6,4844
tt0811137,6.0,1777
tt0811138,3.8,52324
tt0812243,6.9,10291
tt0812352,5.3,3599
tt0812377,6.7,1417
tt0813129,5.4,1775
tt0813540,3.4,1162
tt0813541,7.0,3278
tt0813547,7.5,45256
tt0813548,7.9,1423
tt0813549,6.5,1739
tt0813996,4.0,1242
tt0814014,6.1,3127
tt0814022,5.3,56405
tt0814075,7.9,10324
tt0814130,7.2,6033
tt0814131,5.8,1537
tt0814243,6.8,2891
tt0814255,5.9,185538
tt0814314,7.6,298298
tt0814331,4.8,4636
tt0814335,5.5,34112
tt0814380,5.2,2252
tt0814666,6.7,1367
tt0814685,6.2,26547
tt0814768,5.6,1060
tt0815138,5.8,1610
tt0815178,6.3,14213
tt0815181,7.6,1636
tt0815236,6.4,135358
tt0815241,7.6,58873
tt0815244,6.2,48259
tt0815245,6.3,79420
tt0815890,6.0,1240
tt0816150,6.6,6136
tt0816258,8.1,13907
tt0816436,5.8,14653
tt0816442,7.5,133229
tt0816462,5.1,98229
tt0816539,5.9,6356
tt0816545,6.5,4428
tt0816556,6.3,21695
tt0816616,6.3,1357
tt0816692,8.7,1700019
tt0816711,7.0,642301
tt0817177,7.7,88224
tt0817225,7.5,8083
tt0817228,5.1,3149
tt0817230,5.7,118776
tt0817538,5.7,60000
tt0817544,6.4,1615
tt0817545,5.2,3988
tt0818165,5.2,8353
tt0819714,6.2,17527
tt0819755,5.4,7520
tt0819765,6.5,2489
tt0819791,6.9,1070
tt0819796,7.4,1465
tt0819810,6.6,1628
tt0819895,7.7,2080
tt0819953,6.8,3075
tt0820096,7.1,2372
tt0820111,5.7,2066
tt0820117,5.1,2186
tt0820142,4.1,4080
tt0821442,7.3,8575
tt0821470,6.6,4482
tt0821640,5.8,88798
tt0821642,6.7,53222
tt0822389,7.2,6942
tt0822832,7.1,155204
tt0822833,3.9,2491
tt0822847,5.7,118906
tt0822849,6.7,4128
tt0822854,7.2,326558
tt0822868,5.4,6259
tt0823240,6.3,1568
tt0823451,5.7,1600
tt0823668,6.2,1550
tt0824316,8.0,5982
tt0824330,6.7,7465
tt0824375,5.4,1690
tt0824696,6.5,1105
tt0824747,7.8,251090
tt0824758,7.0,18506
tt0825232,7.4,241534
tt0825236,7.1,13715
tt0825239,6.7,3340
tt0825244,7.1,3516
tt0825248,6.9,3320
tt0825279,3.2,1552
tt0825283,3.6,4483
tt0826024,5.7,1023
tt0826027,5.1,2165
tt0826031,5.9,1409
tt0826547,6.8,1232
tt0826559,6.8,1787
tt0826570,5.1,2075
tt0826606,6.6,6014
tt0826631,6.5,9581
tt0826711,6.5,4020
tt0826756,6.4,1526
tt0827181,5.3,1161
tt0827498,7.0,1311
tt0827503,7.5,32238
tt0827517,7.3,10914
tt0827713,7.0,2076
tt0827739,6.7,1602
tt0827788,6.6,3220
tt0828065,6.2,1347
tt0828103,4.4,1389
tt0828154,7.8,6762
tt0828158,5.8,2346
tt0828393,5.5,3443
tt0829098,6.8,4393
tt0829150,6.2,190644
tt0829176,3.6,7655
tt0829193,6.7,2049
tt0829251,5.3,1338
tt0829269,8.7,1009
tt0829297,7.4,12448
tt0829424,3.9,2827
tt0829459,6.6,27506
tt0829482,7.6,557483
tt0830515,6.6,438521
tt0830558,6.5,25838
tt0830570,6.5,8454
tt0830700,6.9,3237
tt0830861,2.2,8693
tt0830882,6.7,2686
tt0831275,6.2,1258
tt0831280,5.6,1508
tt0831299,5.1,1213
tt0831387,6.4,404935
tt0831840,7.0,1572
tt0831884,6.7,23890
tt0831887,4.7,60940
tt0831888,7.5,13428
tt0832266,7.2,163448
tt0832318,5.3,1882
tt0832449,6.9,2041
tt0832903,7.2,2932
tt0833444,8.0,1025
tt0833476,3.7,3165
tt0833484,4.7,1153
tt0833553,5.6,4710
tt0833557,5.9,5922
tt0833561,6.6,1491
tt0833960,6.8,4386
tt0834001,6.5,157851
tt0834102,6.8,2047
tt0834170,7.1,1992
tt0834539,3.8,1029
tt0834902,6.5,2663
tt0834938,6.8,1162
tt0835418,5.0,8657
tt0835787,6.8,1231
tt0835802,5.5,1517
tt0835834,7.4,1089
tt0836682,7.2,2336
tt0836683,6.0,1629
tt0836700,7.2,7589
tt0836710,6.3,1411
tt0837106,6.6,22036
tt0837156,6.1,7914
tt0837562,7.1,246647
tt0837563,5.7,90262
tt0837791,4.8,3053
tt0837796,4.5,5877
tt0837800,6.4,1489
tt0837803,4.8,4335
tt0838192,6.6,1150
tt0838221,7.2,194592
tt0838231,6.8,1194
tt0838232,5.6,44569
tt0838233,6.7,1102
tt0838241,6.2,1159
tt0838247,5.9,38320
tt0838254,5.3,2649
tt0838283,6.9,286574
tt0839739,7.2,1190
tt0839742,7.2,2074
tt0839773,5.9,1331
tt0839811,7.0,1305
tt0839880,4.1,3698
tt0839938,7.1,3489
tt0839967,8.1,2807
tt0839980,5.8,81431
tt0839995,7.6,16335
tt0840046,6.3,1070
tt0840322,7.1,10596
tt0840361,7.5,378811
tt0841027,6.0,5735
tt0841032,4.7,3109
tt0841044,6.8,31077
tt0841046,6.8,71416
tt0841108,5.6,1985
tt0841109,7.0,1061
tt0841119,8.2,2599
tt0841150,7.2,5197
tt0841175,7.1,1762
tt0841922,6.2,1357
tt0841925,7.2,6463
tt0841993,4.7,1842
tt0842926,7.1,129449
tt0842929,6.6,30325
tt0843270,7.6,3736
tt0843302,6.3,2818
tt0843326,8.2,9345
tt0843328,7.7,4360
tt0843335,6.3,1874
tt0843358,6.9,1671
tt0843372,5.2,1768
tt0843850,5.9,1851
tt0843878,3.1,1018
tt0844286,6.7,50427
tt0844319,6.2,1141
tt0844347,7.2,1711
tt0844457,7.4,15587
tt0844471,7.0,223458
tt0844479,6.3,63751
tt0844666,5.0,3818
tt0844671,4.5,12356
tt0844708,6.5,90889
tt0844761,7.6,1568
tt0844768,6.2,1633
tt0844948,6.4,2249
tt0844993,4.7,12929
tt0845046,7.0,31671
tt0845424,2.5,4228
tt0845439,7.7,11920
tt0845442,5.4,1459
tt0845448,7.4,15280
tt0845452,6.8,1855
tt0845474,6.3,2461
tt0845537,6.9,6550
tt0846017,6.2,1767
tt0846040,7.0,6553
tt0846308,6.6,5990
tt0847050,7.2,2880
tt0847154,7.1,1031
tt0847167,6.3,3839
tt0847520,4.1,2832
tt0847526,5.9,1299
tt0847745,5.6,2093
tt0847817,7.2,7835
tt0847825,4.8,1814
tt0847877,6.5,1277
tt0847880,7.1,9299
tt0847895,4.7,1017
tt0847897,6.1,1781
tt0848228,8.1,1342363
tt0848281,5.6,3435
tt0848537,6.6,103980
tt0848538,4.8,3459
tt0848542,7.3,2957
tt0848552,4.7,1817
tt0848557,5.6,47242
tt0850253,6.7,14686
tt0850667,6.7,3294
tt0850669,5.2,2812
tt0850677,4.4,2880
tt0851515,7.4,2287
tt0851530,5.7,4930
tt0851532,6.8,1533
tt0851577,7.8,11733
tt0851578,7.7,79627
tt0852713,5.5,82946
tt0852726,6.1,2577
tt0853060,7.0,3178
tt0853096,6.3,6965
tt0854672,6.6,2258
tt0854678,7.5,15898
tt0855729,7.3,4233
tt0855805,6.4,2794
tt0855822,8.3,2889
tt0855824,6.9,2238
tt0855852,7.6,1428
tt0855895,6.8,1744
tt0855975,6.7,3121
tt0856008,7.9,4933
tt0856052,7.2,1674
tt0856288,6.7,40125
tt0856778,6.8,3557
tt0856791,6.8,1413
tt0857190,6.1,19536
tt0857191,7.6,42907
tt0857265,6.4,31526
tt0857275,6.1,2412
tt0857295,5.2,6102
tt0857300,8.0,2078
tt0857355,7.4,6296
tt0857376,5.5,13912
tt0857381,4.4,1157
tt0858411,3.1,2394
tt0858433,4.1,1840
tt0858479,6.1,23008
tt0858486,6.5,11763
tt0858492,7.7,4060
tt0859163,5.2,157948
tt0859635,6.0,26098
tt0859760,6.7,1901
tt0859765,7.3,6617
tt0860454,7.0,2249
tt0860866,6.1,2951
tt0860906,7.9,20447
tt0860907,6.9,14367
tt0861689,6.6,72443
tt0861704,6.0,1376
tt0861739,8.0,102300
tt0862467,6.0,59277
tt0862748,5.5,1675
tt0862826,6.5,1241
tt0862846,6.8,71580
tt0862856,6.8,89679
tt0862946,6.0,1109
tt0863041,6.5,1231
tt0864761,6.9,82022
tt0864770,7.0,2468
tt0864835,6.8,68110
tt0865297,7.2,8857
tt0865554,4.9,16540
tt0865556,6.6,104823
tt0865559,5.9,19098
tt0865560,5.1,1780
tt0865951,6.1,2775
tt0866437,6.8,27394
tt0866439,5.8,70786
tt0867145,8.1,3829
tt0867334,6.4,4731
tt0867591,4.6,2883
tt0869152,5.4,3364
tt0869977,6.7,11544
tt0869994,6.8,12314
tt0870089,6.6,2452
tt0870090,7.2,15584
tt0870111,7.7,106954
tt0870112,7.8,1424
tt0870122,6.2,2582
tt0870154,6.6,170947
tt0870195,6.5,2097
tt0870204,5.8,8862
tt0870211,7.0,7371
tt0870937,4.2,3181
tt0870944,6.8,1109
tt0870958,5.9,2404
tt0870967,7.4,1368
tt0870984,6.5,123965
tt0871426,6.0,44461
tt0871510,8.2,78630
tt0872022,7.4,3251
tt0872190,3.4,1957
tt0872224,7.0,2044
tt0872230,4.7,20378
tt0873886,6.1,64035
tt0874271,5.4,3337
tt0874306,4.2,1454
tt0874423,5.6,2822
tt0874425,5.0,2024
tt0875025,7.1,2347
tt0875034,5.8,43616
tt0875113,7.2,19568
tt0875581,6.5,1507
tt0875595,7.8,13873
tt0875609,6.8,4565
tt0876233,6.2,3140
tt0876294,4.0,4719
tt0876563,7.6,137854
tt0877349,6.9,1027
tt0877522,4.4,1436
tt0877700,5.8,1264
tt0878657,4.1,1229
tt0878674,7.1,2967
tt0878695,5.8,11430
tt0878804,7.6,319256
tt0878814,4.4,1624
tt0878835,6.6,11290
tt0879843,7.0,16350
tt0879870,5.8,95165
tt0880440,5.9,1297
tt0880502,7.8,31849
tt0880570,4.4,1383
tt0880578,6.2,49477
tt0880648,5.6,5758
tt0881200,7.3,6918
tt0881320,5.9,55246
tt0881891,4.8,41648
tt0881894,6.6,1462
tt0881934,6.2,1494
tt0882742,5.3,1202
tt0882791,6.0,1056
tt0882977,6.4,87297
tt0882978,6.1,6379
tt0883398,3.5,1106
tt0883995,6.7,5915
tt0884214,4.2,1193
tt0884224,5.6,21947
tt0884328,7.2,297536
tt0884335,5.4,2869
tt0884726,5.1,5993
tt0884732,6.6,74755
tt0884805,5.9,1953
tt0884853,6.7,1745
tt0885415,6.1,3464
tt0885470,6.6,1285
tt0885520,7.0,2572
tt0886531,7.0,1393
tt0886539,7.1,10100
tt0887143,2.8,1046
tt0887719,3.9,5911
tt0887732,6.9,1610
tt0887745,6.7,1736
tt0887769,7.8,2998
tt0887883,7.0,326132
tt0887912,7.6,441961
tt0887971,4.8,6852
tt0888019,2.6,1689
tt0888496,6.7,1035
tt0888503,7.8,1293
tt0888693,6.1,5800
tt0889134,5.5,3405
tt0889139,5.3,1339
tt0889573,6.1,103477
tt0889583,5.9,147923
tt0889588,7.0,9595
tt0889595,6.2,4086
tt0889652,7.1,2512
tt0889665,5.9,2463
tt0889671,7.4,1157
tt0890870,5.9,148075
tt0890882,6.6,2165
tt0890883,6.7,2714
tt0890885,6.7,4590
tt0890886,5.2,1009
tt0890888,5.3,2397
tt0891457,6.1,2036
tt0891520,5.4,2763
tt0891527,6.2,49458
tt0891592,3.7,23816
tt0892051,5.4,1296
tt0892109,5.2,3960
tt0892255,7.2,45838
tt0892318,6.5,98368
tt0892375,8.4,2890
tt0892391,7.3,1591
tt0892422,6.2,2319
tt0892425,8.7,1164
tt0892767,5.5,22395
tt0892769,8.1,712273
tt0892782,6.5,157663
tt0892791,6.3,198032
tt0892874,6.1,2292
tt0892899,5.8,17147
tt0893346,5.6,1615
tt0893356,7.7,3477
tt0893382,7.1,11656
tt0893401,6.0,1952
tt0893402,6.1,17471
tt0893406,4.5,2861
tt0893412,5.5,14987
tt0893507,7.2,7783
tt0893509,2.8,3640
tt0893532,5.3,7150
tt0895777,6.2,1758
tt0896031,5.8,2632
tt0896529,6.6,6531
tt0896533,4.6,1540
tt0896534,5.6,19315
tt0896798,6.1,39102
tt0896866,7.4,3990
tt0896872,7.1,33408
tt0896923,6.3,3074
tt0896927,6.0,3360
tt0897287,5.5,1174
tt0897347,5.5,5723
tt0897361,3.6,29380
tt0898367,7.2,234384
tt0899106,5.6,32737
tt0899128,5.5,12525
tt0899138,6.1,2272
tt0900357,5.0,8355
tt0900387,7.0,25733
tt0901475,6.9,4824
tt0901476,5.4,105954
tt0901481,5.9,3282
tt0901485,6.2,3663
tt0901487,7.2,35356
tt0901488,6.7,1863
tt0901494,6.1,1816
tt0901504,4.4,2230
tt0901507,6.8,20433
tt0902254,6.6,1188
tt0902290,6.0,10727
tt0902952,5.5,2333
tt0902955,7.0,12819
tt0902967,7.3,1260
tt0903021,6.6,1179
tt0903606,2.6,1761
tt0903624,7.8,798507
tt0903627,7.0,6282
tt0903657,7.4,38671
tt0903849,6.1,2758
tt0904049,6.3,3025
tt0904127,5.0,1076
tt0905329,6.5,4673
tt0905357,5.8,1267
tt0905372,6.2,129509
tt0905979,7.4,1321
tt0906083,6.4,1764
tt0906108,5.8,12976
tt0906326,6.1,2138
tt0906665,6.1,15189
tt0906734,5.4,10776
tt0906777,5.9,1097
tt0906778,6.1,2158
tt0907106,7.5,1358
tt0907119,5.5,1065
tt0907134,7.3,2351
tt0907618,7.6,1214
tt0907619,6.6,1809
tt0907657,7.8,115198
tt0907674,7.5,2134
tt0907680,5.6,2361
tt0907681,3.0,1226
tt0907848,6.5,3249
tt0909388,6.2,1972
tt0910554,7.0,33790
tt0910559,7.6,5879
tt0910847,6.7,3140
tt0910860,6.3,1661
tt0910885,5.1,7015
tt0910905,6.1,18219
tt0910936,6.9,331908
tt0910955,7.4,1157
tt0910970,8.4,1072614
tt0911010,8.3,1959
tt0912580,7.7,1590
tt0912583,7.8,4445
tt0912585,7.7,1040
tt0912590,7.2,1164
tt0912592,7.1,3361
tt0912593,8.2,8396
tt0912597,6.0,8281
tt0912599,7.8,1166
tt0913354,5.7,30615
tt0913401,5.6,3920
tt0913413,4.1,2241
tt0913425,7.2,40428
tt0913445,6.2,19310
tt0913446,4.4,1399
tt0913968,7.0,26664
tt0914382,6.3,1451
tt0914797,6.8,16264
tt0914798,7.8,210035
tt0914799,5.1,1196
tt0914837,5.8,6831
tt0914863,7.1,87260
tt0915457,6.8,1442
tt0915460,4.0,2395
tt0915463,5.2,1363
tt0918557,6.0,1451
tt0918575,6.0,5067
tt0918627,4.0,1269
tt0918628,4.9,1974
tt0918645,3.3,1259
tt0918927,7.5,127582
tt0918940,6.2,173080
tt0920457,7.4,7344
tt0920458,7.2,18625
tt0920459,6.7,2874
tt0920461,6.4,1405
tt0920462,4.6,4151
tt0920464,7.6,7986
tt0920470,6.7,6071
tt0920473,6.8,2506
tt0922379,7.5,1112
tt0922547,5.1,2455
tt0922642,4.7,3844
tt0923600,6.0,4799
tt0923683,5.9,1654
tt0923714,7.2,2153
tt0923752,8.1,36257
tt0923811,7.6,22787
tt0924129,6.7,23453
tt0924165,6.2,1176
tt0924213,7.0,1351
tt0924225,6.7,1096
tt0924252,6.9,1119
tt0924274,6.6,1223
tt0924317,7.4,3897
tt0925058,4.7,1143
tt0925081,4.4,1108
tt0925130,3.6,1175
tt0925248,8.0,6744
tt0926063,5.8,11607
tt0926084,7.7,524746
tt0926110,5.0,2477
tt0926129,3.9,35629
tt0926208,6.6,1670
tt0926380,6.8,10203
tt0926759,7.6,9492
tt0926762,7.3,23122
tt0928152,7.9,3219
tt0928154,6.6,1971
tt0928375,3.2,1099
tt0929261,6.2,1808
tt0929412,6.9,3987
tt0929425,7.0,48504
tt0929618,3.5,1492
tt0929620,3.6,1216
tt0929632,7.3,109501
tt0929775,6.6,1474
tt0929809,1.9,3744
tt0929860,6.9,3905
tt0930083,6.9,11909
tt0930098,7.6,1330
tt0930856,7.2,4187
tt0930902,6.6,2372
tt0932533,5.0,1518
tt0933342,4.3,1053
tt0934459,3.6,1080
tt0934584,2.1,1147
tt0935075,7.0,49016
tt0936471,3.8,2701
tt0936501,7.8,590133
tt0937237,6.1,10663
tt0937347,5.6,2070
tt0937373,4.5,1715
tt0937375,6.3,9402
tt0937378,6.1,1246
tt0938283,4.0,160844
tt0938305,7.1,20808
tt0938330,4.9,62774
tt0938341,7.5,10238
tt0939681,6.3,1168
tt0940580,5.8,3914
tt0940585,6.6,3139
tt0940620,7.0,1029
tt0940642,6.7,7926
tt0940651,2.2,1392
tt0940656,5.5,8994
tt0940657,5.2,9394
tt0940688,6.6,1041
tt0940709,6.4,15593
tt0940723,6.0,2670
tt0942384,7.7,22253
tt0942385,7.0,402367
tt0942891,6.4,3041
tt0942904,3.9,1070
tt0943326,5.1,2532
tt0944101,6.3,8012
tt0944834,6.6,12592
tt0944835,6.5,309057
tt0945356,7.0,3430
tt0945513,7.5,508553
tt0947798,8.0,740222
tt0947802,6.2,51787
tt0947810,6.8,135938
tt0948462,7.9,2639
tt0948470,7.0,630170
tt0948530,7.2,4070
tt0948532,5.7,1901
tt0948535,6.5,2806
tt0948542,4.6,1399
tt0948544,7.6,5894
tt0948547,5.6,7154
tt0949489,6.8,2244
tt0949564,7.2,2327
tt0949731,5.0,204202
tt0949751,3.7,4721
tt0949815,7.6,1167
tt0950739,6.6,8024
tt0951216,5.8,21476
tt0951318,6.1,1309
tt0951333,5.3,1172
tt0951335,5.3,15107
tt0952640,5.2,83148
tt0952682,7.1,10515
tt0953318,7.3,18823
tt0953369,4.3,1539
tt0953989,1.6,6993
tt0954005,6.2,1589
tt0954914,5.7,1934
tt0954937,7.1,1062
tt0954947,6.1,34055
tt0954981,6.4,6227
tt0954990,6.7,8526
tt0955308,6.6,264606
tt0955411,3.0,2438
tt0956038,6.0,24797
tt0956101,7.3,1550
tt0956208,5.9,1023
tt0959285,5.4,3259
tt0959306,4.9,2916
tt0959329,5.4,13367
tt0959337,7.3,209151
tt0959342,5.2,2062
tt0960066,4.3,1220
tt0960084,6.1,1383
tt0960097,5.5,1962
tt0960144,5.6,198666
tt0960721,5.8,1942
tt0960731,6.0,93409
tt0960741,5.8,4597
tt0960770,5.4,1424
tt0960790,6.5,17755
tt0960890,4.1,18277
tt0961043,5.0,1100
tt0961066,7.5,5618
tt0961079,8.3,1673
tt0961097,6.7,20820
tt0961108,6.4,12889
tt0961117,5.8,2125
tt0961198,6.8,1116
tt0961722,4.3,13656
tt0961728,6.7,16829
tt0962711,5.4,8060
tt0962726,4.9,61550
tt0962736,7.2,61014
tt0962762,7.0,1439
tt0962774,6.7,3858
tt0962782,6.6,1069
tt0963178,6.5,94837
tt0963194,6.5,24753
tt0963208,6.5,6016
tt0963743,6.3,27736
tt0963794,5.9,74158
tt0963807,7.5,1901
tt0963915,5.1,1615
tt0963965,5.6,7202
tt0963966,6.1,159726
tt0964185,6.8,13038
tt0964516,6.9,12404
tt0964517,7.8,357602
tt0964539,5.9,32190
tt0964586,6.9,3485
tt0964587,5.8,22353
tt0965367,4.1,1374
tt0965382,8.6,1941
tt0965411,6.1,1367
tt0965649,7.4,2343
tt0967945,6.4,3162
tt0968264,6.9,28639
tt0968712,7.4,2306
tt0969268,6.8,1943
tt0969269,7.1,7375
tt0969345,7.5,1826
tt0969653,4.2,7784
tt0970179,7.5,317884
tt0970411,6.4,65134
tt0970416,5.5,168899
tt0970452,6.1,72812
tt0970462,4.7,4814
tt0970468,7.0,28030
tt0970472,6.8,7665
tt0970866,5.5,111247
tt0970933,6.4,1583
tt0970946,5.2,1092
tt0971209,6.5,71455
tt0972542,6.8,1714
tt0972544,6.5,6372
tt0972555,6.1,2684
tt0972558,5.1,5476
tt0972857,3.3,1680
tt0972883,7.0,10712
tt0973783,7.9,3379
tt0973785,5.3,1019
tt0973790,4.3,1684
tt0973844,6.8,5062
tt0974014,6.6,14400
tt0974015,6.1,436203
tt0974536,4.7,1590
tt0974554,6.7,22458
tt0974613,5.4,11841
tt0974661,6.4,194630
tt0974977,4.7,4190
tt0975645,6.8,75238
tt0975684,7.3,1877
tt0976026,6.8,5210
tt0976030,6.9,2263
tt0976042,6.9,1136
tt0976050,6.6,1559
tt0976051,7.6,240119
tt0976060,7.0,10769
tt0976209,5.2,1217
tt0976216,5.8,2976
tt0976222,6.4,14452
tt0976238,5.3,37670
tt0976246,5.9,5154
tt0976247,4.6,8730
tt0977214,5.6,7184
tt0977637,6.2,1083
tt0977648,7.7,1580
tt0977669,3.2,1519
tt0977855,6.8,48624
tt0978649,7.5,7640
tt0978670,5.4,1174
tt0978759,7.1,25568
tt0978762,8.1,173841
tt0978764,6.1,239999
tt0978797,4.9,1972
tt0979434,5.0,10988
tt0980970,6.3,150844
tt0981042,7.0,2909
tt0981072,6.9,13935
tt0981224,5.1,4160
tt0981227,6.6,91464
tt0981352,6.8,4675
tt0982849,6.2,1132
tt0982893,5.4,1172
tt0983193,7.3,227102
tt0983213,7.5,56110
tt0983909,6.6,2456
tt0983946,4.9,47963
tt0983990,8.2,2282
tt0984118,3.5,1008
tt0984130,6.0,1131
tt0984155,5.9,2232
tt0984177,7.5,1826
tt0984200,5.8,8725
tt0984202,7.8,2050
tt0985025,4.4,6803
tt0985058,6.2,7724
tt0985593,4.6,2779
tt0985636,5.4,2453
tt0985694,6.6,195800
tt0985695,5.2,1245
tt0985699,7.1,238911
tt0986213,6.2,3142
tt0986233,7.5,69525
tt0986263,6.3,173689
tt0986264,8.4,186333
tt0986329,8.5,3301
tt0987918,5.0,3522
tt0988043,4.1,2475
tt0988045,7.6,615586
tt0988047,7.0,57388
tt0988083,4.5,2939
tt0988108,7.9,14857
tt0988595,6.1,161719
tt0988849,5.2,11056
tt0988982,6.8,3956
tt0989000,7.2,8151
tt0989007,6.3,1217
tt0989622,5.4,1032
tt0989757,6.3,146334
tt0989760,5.1,1328
tt0989831,9.4,2034
tt0990361,6.3,1771
tt0990372,7.8,2974
tt0990404,7.2,4465
tt0990407,5.8,159382
tt0990413,7.2,4871
tt0991150,4.7,2288
tt0991167,5.9,3032
tt0991174,5.7,1984
tt0991243,6.1,1590
tt0991346,6.4,9176
tt0992911,6.7,13034
tt0993748,7.6,1563
tt0993755,7.3,1060
tt0993778,6.7,1485
tt0993789,7.0,7081
tt0993840,5.7,163462
tt0993841,5.2,2328
tt0993842,6.8,196849
tt0993846,8.2,1321444
tt0994917,6.1,1645
tt0995029,6.5,1539
tt0995031,7.4,24485
tt0995035,6.4,6245
tt0995039,6.7,72896
tt0995061,7.3,1368
